,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,-0.12,1.16,1.17,25.6,-23.96,-13.07,1.0
1,0.06,-0.14,1.19,1.2,20.91,-0.82,-2.16,1.0
2,0.05,-0.1,1.14,1.15,30.18,-1.82,13.8,1.0
3,0.13,-0.06,1.18,1.19,22.27,4.83,16.51,1.0
4,0.09,-0.04,1.19,1.19,22.55,13.37,12.3,1.0
5,0.09,-0.04,1.19,1.19,22.24,13.47,-5.29,1.0
6,-0.01,-0.09,1.14,1.14,0.77,-0.4,-17.23,1.0
7,0.06,-0.12,1.21,1.21,-1.58,-9.86,-26.73,1.0
8,0.05,-0.13,1.2,1.2,-15.47,-6.75,-20.75,1.0
9,0.13,-0.13,1.24,1.25,-1.99,3.56,-11.42,1.0
10,0.09,-0.17,1.27,1.28,24.67,16.71,5.03,1.0
11,-0.0,-0.1,1.23,1.23,34.17,31.34,4.9,1.0
12,0.06,-0.11,1.19,1.19,42.25,36.38,-9.46,1.0
13,0.13,-0.05,1.12,1.13,40.71,11.25,-22.0,1.0
14,0.05,-0.05,1.07,1.07,13.94,-12.25,-38.45,1.0
15,0.04,-0.09,1.14,1.15,-26.86,-22.88,-45.76,1.0
16,-0.07,-0.15,1.24,1.25,-23.64,-17.08,-43.47,1.0
17,-0.1,-0.25,1.26,1.29,5.26,2.31,-25.61,1.0
18,0.14,-0.17,1.25,1.27,25.73,13.49,11.76,1.0
19,0.04,-0.21,1.12,1.14,27.05,3.63,47.97,1.0
20,-0.04,-0.17,1.19,1.21,2.4,10.1,61.74,1.0
21,0.13,-0.09,1.2,1.21,-16.79,22.06,57.26,1.0
22,-0.03,-0.07,1.07,1.07,-27.12,0.89,44.31,1.0
23,0.07,-0.0,1.21,1.21,-13.49,-19.47,18.41,1.0
24,0.2,0.07,1.24,1.26,-1.78,-13.01,-0.46,1.0
25,0.08,0.0,1.13,1.14,5.88,2.17,-0.34,1.0
26,-0.07,-0.0,1.1,1.1,-18.46,6.23,-8.94,1.0
27,0.15,0.02,1.25,1.26,-20.79,8.48,-13.94,1.0
28,-0.13,-0.09,1.16,1.17,-20.22,-3.36,-7.23,1.0
29,-0.02,-0.05,1.2,1.2,-21.6,-12.68,-6.23,1.0
30,0.11,0.02,1.27,1.27,1.11,-10.54,-1.23,1.0
31,0.02,-0.01,1.23,1.23,9.09,-1.18,17.0,1.0
32,-0.03,0.0,1.06,1.06,-3.37,-4.51,9.58,1.0
33,0.05,-0.01,1.14,1.14,-14.52,-4.25,4.35,1.0
34,0.04,-0.01,1.13,1.14,-32.86,-19.58,3.12,1.0
35,0.02,-0.06,1.2,1.2,-40.28,-15.64,10.91,1.0
36,-0.06,-0.13,1.11,1.12,-38.91,-5.55,24.48,1.0
37,0.04,-0.13,1.12,1.13,-52.99,-6.71,31.1,1.0
38,0.19,-0.04,1.14,1.16,-44.84,-14.34,4.91,1.0
39,0.05,-0.08,1.13,1.13,-50.18,-21.55,6.26,1.0
40,-0.02,-0.14,1.17,1.18,-44.74,-3.21,1.15,1.0
41,-0.05,-0.18,1.05,1.06,-42.72,4.88,3.72,1.0
42,0.08,-0.15,1.14,1.15,-65.95,20.68,7.56,1.0
43,0.22,-0.15,1.14,1.17,-82.53,50.0,23.23,1.0
44,0.07,-0.26,1.39,1.41,-29.86,51.16,-20.86,1.0
45,0.12,-0.07,1.07,1.07,-31.54,88.59,11.24,1.0
46,0.22,0.29,0.72,0.81,-18.86,116.79,-6.74,1.0
47,0.33,0.06,0.42,0.54,-38.59,119.76,-30.52,7.0
48,0.48,0.04,0.51,0.71,-40.49,122.28,-14.83,7.0
49,1.03,0.18,0.92,1.4,-39.75,213.76,-9.1,7.0
50,1.1,0.15,-0.43,1.19,-3.87,34.7,4.09,7.0
51,0.89,0.12,-0.01,0.9,-0.25,1.07,-0.6,7.0
52,0.88,0.12,0.0,0.89,-0.17,0.18,-0.7,7.0
53,0.89,0.12,0.0,0.89,-0.16,0.14,-0.74,7.0
54,0.88,0.13,0.02,0.89,-0.33,-0.13,-0.7,7.0
55,0.89,0.12,0.0,0.89,-0.31,-0.04,-0.87,7.0
56,0.88,0.12,0.0,0.89,-2.31,-1.3,-0.25,7.0
57,0.88,0.13,0.0,0.89,-2.04,-1.01,-0.53,7.0
58,0.88,0.12,0.0,0.89,0.45,0.56,-0.83,7.0
59,0.88,0.12,0.0,0.89,-0.13,0.18,-0.72,7.0
60,0.88,0.12,0.0,0.89,-0.18,0.19,-0.74,7.0
61,0.88,0.12,0.0,0.89,-0.15,0.18,-0.73,7.0
62,0.88,0.12,0.0,0.89,-0.13,0.22,-0.7,7.0
63,0.88,0.12,0.0,0.89,-0.13,0.22,-0.73,5.0
64,0.88,0.12,0.0,0.89,-0.12,0.19,-0.73,5.0
65,0.88,0.12,0.0,0.89,-0.17,0.2,-0.73,5.0
66,0.88,0.12,0.0,0.89,-0.19,0.17,-0.71,5.0
67,0.88,0.12,0.0,0.89,-0.09,0.13,-0.69,5.0
68,0.88,0.12,0.0,0.89,-0.07,0.1,-0.73,5.0
69,0.88,0.12,0.0,0.89,-0.07,0.08,-0.7,5.0
70,0.88,0.12,0.0,0.89,0.36,-0.57,-0.73,5.0
71,0.88,0.12,0.0,0.89,0.35,-0.76,-0.71,5.0
72,0.88,0.12,0.01,0.89,-0.21,-0.07,-0.67,5.0
73,0.88,0.12,0.01,0.89,-0.23,-0.5,-0.72,5.0
74,0.88,0.12,0.0,0.89,-0.01,-0.7,-0.83,5.0
75,0.84,0.14,0.01,0.85,1.41,-1.43,-5.14,5.0
76,0.88,0.09,-0.07,0.89,0.32,-5.16,0.65,6.0
77,0.84,0.13,-0.08,0.85,3.74,-23.41,5.96,6.0
78,0.8,0.09,-0.15,0.82,9.91,-43.97,6.77,6.0
79,0.73,0.09,-0.06,0.74,14.17,-62.36,4.37,6.0
80,0.62,0.07,0.05,0.63,12.88,-76.39,3.7,6.0
81,0.49,0.08,0.17,0.53,13.08,-78.06,3.16,6.0
82,0.38,0.03,0.27,0.47,12.7,-82.15,3.38,6.0
83,0.28,0.03,0.45,0.53,12.34,-81.79,4.37,6.0
