,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,-0.07,0.91,0.92,-5.34,-3.42,-4.37,1.0
1,0.03,-0.07,0.93,0.94,-5.15,-3.33,-1.09,1.0
2,0.01,-0.06,0.94,0.94,0.54,0.57,-2.88,1.0
3,-0.05,-0.05,0.94,0.94,1.54,0.37,-3.37,1.0
4,0.05,-0.04,0.92,0.92,-7.67,-0.93,-6.31,1.0
5,-0.0,-0.06,0.93,0.93,-5.07,-1.95,-9.72,1.0
6,0.05,-0.1,0.94,0.95,-8.35,-5.56,-7.04,1.0
7,0.05,-0.06,0.88,0.88,-7.31,1.72,-0.29,1.0
8,-0.14,0.08,0.93,0.94,7.22,-13.76,-7.06,1.0
9,-0.09,0.16,1.04,1.06,27.7,-17.85,-6.69,1.0
10,-0.04,0.17,1.03,1.04,27.2,5.55,-19.98,1.0
11,-0.05,0.06,1.02,1.02,24.88,17.74,-15.29,1.0
12,-0.01,0.03,0.98,0.98,19.94,19.61,-0.37,1.0
13,0.03,0.01,1.03,1.03,15.08,22.51,17.58,1.0
14,-0.01,-0.04,1.01,1.01,0.57,26.76,29.12,1.0
15,-0.16,0.02,1.03,1.05,21.88,-0.51,37.97,1.0
16,-0.02,0.05,0.97,0.97,33.54,-1.19,22.99,1.0
17,0.04,-0.04,0.82,0.83,16.44,-8.34,18.98,1.0
18,-0.02,-0.06,0.99,1.0,0.86,4.6,31.58,1.0
19,-0.02,0.05,0.92,0.92,-2.24,6.39,27.53,1.0
20,0.17,0.13,0.97,1.0,3.69,1.75,0.87,1.0
21,-0.03,-0.0,0.99,0.99,16.84,12.04,-8.27,1.0
22,0.04,0.05,0.86,0.86,2.03,1.88,-15.37,1.0
23,0.1,-0.04,0.8,0.8,-30.35,-21.79,-11.94,1.0
24,0.02,-0.06,0.94,0.94,-54.19,-11.01,3.59,1.0
25,-0.04,0.04,0.86,0.86,-37.98,-5.55,9.35,1.0
26,0.09,0.1,0.95,0.96,-32.23,-8.07,-6.85,1.0
27,-0.14,0.0,0.93,0.94,-28.91,9.93,-8.3,1.0
28,-0.05,0.14,1.04,1.05,-2.11,-2.27,20.19,1.0
29,-0.16,0.34,1.01,1.08,-0.33,31.94,-17.92,1.0
30,0.4,0.14,0.83,0.93,-72.32,6.78,-85.59,1.0
31,0.28,-0.22,0.79,0.87,-149.39,-20.13,-43.17,1.0
32,-0.29,-0.21,0.72,0.8,-173.8,111.71,-25.74,1.0
33,0.86,0.14,0.85,1.22,-117.99,148.11,-67.76,1.0
34,1.05,0.18,0.97,1.44,-61.67,248.54,-15.64,7.0
35,1.72,0.16,-0.65,1.84,-6.62,37.46,12.74,7.0
36,0.9,0.12,-0.02,0.91,-0.39,1.24,-0.25,7.0
37,0.88,0.12,0.0,0.89,-0.17,0.16,-0.63,7.0
38,0.88,0.12,0.0,0.89,-0.2,0.17,-0.67,7.0
39,0.88,0.12,0.0,0.89,-0.2,0.2,-0.64,7.0
40,0.88,0.12,0.0,0.89,-0.23,0.09,-0.7,7.0
41,0.88,0.13,0.0,0.89,-0.16,0.04,-0.6,7.0
42,0.88,0.12,0.0,0.89,-0.11,-0.22,-0.01,7.0
43,0.88,0.13,0.0,0.89,-0.04,0.27,-1.47,7.0
44,0.88,0.12,0.0,0.89,-0.18,0.23,-0.86,7.0
45,0.88,0.12,0.0,0.89,-0.2,0.18,-0.74,7.0
46,0.88,0.12,0.0,0.89,-0.17,0.21,-0.7,7.0
47,0.88,0.12,0.0,0.89,-0.16,0.19,-0.67,7.0
48,0.88,0.12,0.0,0.89,-0.18,0.19,-0.7,7.0
49,0.88,0.12,0.0,0.89,-0.18,0.17,-0.67,5.0
50,0.88,0.12,0.0,0.89,-0.17,0.17,-0.68,5.0
51,0.88,0.12,0.0,0.89,-0.14,0.17,-0.65,5.0
52,0.88,0.12,0.0,0.89,-0.19,0.18,-0.64,5.0
53,0.88,0.12,0.0,0.89,-0.18,0.22,-0.64,5.0
54,0.88,0.12,0.0,0.89,-0.17,0.18,-0.63,5.0
55,0.88,0.12,0.0,0.89,-0.16,0.21,-0.67,5.0
56,0.88,0.12,0.0,0.89,-0.17,0.15,-0.67,5.0
57,0.88,0.12,0.0,0.89,-0.22,0.14,-0.66,5.0
58,0.88,0.12,0.0,0.89,-0.12,0.14,0.01,5.0
59,0.88,0.12,0.0,0.89,-0.03,0.28,-0.31,5.0
60,0.88,0.13,0.0,0.89,-0.17,0.25,-1.08,6.0
61,0.88,0.12,0.0,0.89,-0.15,0.21,-0.76,6.0
62,0.88,0.12,0.0,0.89,-0.12,0.17,-0.67,6.0
63,0.89,0.11,-0.0,0.9,0.71,-0.49,-0.49,6.0
64,0.88,-0.01,-0.32,0.94,2.27,-19.98,9.34,6.0
65,0.79,0.27,-0.44,0.94,13.97,-85.11,8.04,6.0
66,0.73,0.14,0.11,0.75,13.95,-122.34,-6.55,6.0
67,0.53,0.06,0.25,0.59,7.92,-116.5,-10.29,6.0
68,0.38,-0.01,0.4,0.55,5.74,-117.53,-7.72,6.0
69,0.25,-0.04,0.64,0.69,16.5,-105.76,0.81,6.0
70,0.13,0.1,0.96,0.98,15.31,-107.38,8.38,6.0
71,0.05,0.02,1.1,1.1,7.04,-55.91,1.43,6.0
