,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.02,-0.07,1.13,1.13,-0.84,0.83,-2.08,1.0
1,0.03,-0.08,1.13,1.13,1.9,1.66,-2.66,1.0
2,0.02,-0.05,1.12,1.12,3.28,1.6,-6.39,1.0
3,0.03,0.03,1.16,1.16,12.64,5.6,-17.47,1.0
4,-0.03,0.07,1.08,1.08,14.03,13.96,-42.06,1.0
5,-0.11,-0.03,1.01,1.01,2.76,19.03,-35.92,1.0
6,-0.05,-0.01,0.97,0.97,-22.51,8.91,-16.4,1.0
7,-0.14,-0.09,1.08,1.1,-51.84,12.35,-21.79,1.0
8,-0.03,-0.13,1.08,1.09,-3.48,30.4,-3.61,1.0
9,0.14,-0.1,1.04,1.05,51.11,30.68,19.93,1.0
10,0.14,-0.09,0.92,0.94,49.11,23.3,18.65,1.0
11,-0.09,-0.24,0.98,1.01,19.29,8.65,27.09,1.0
12,-0.09,-0.2,1.02,1.04,9.65,17.17,39.4,1.0
13,0.18,-0.08,0.97,0.99,22.91,15.34,32.77,1.0
14,0.16,-0.09,0.92,0.94,24.75,-5.26,20.54,1.0
15,-0.07,-0.21,0.95,0.98,12.82,-13.73,11.64,1.0
16,0.16,-0.08,0.9,0.92,1.12,-22.27,10.86,1.0
17,0.17,-0.09,0.96,0.98,-21.21,-12.93,2.13,1.0
18,-0.14,-0.13,0.96,0.98,-32.0,-7.28,5.8,1.0
19,-0.04,-0.07,0.99,0.99,-4.03,-0.6,3.24,1.0
20,0.12,-0.1,0.89,0.9,-28.28,-2.77,-2.69,1.0
21,-0.02,-0.18,0.95,0.97,-53.52,-20.52,6.83,1.0
22,0.18,-0.04,0.95,0.97,-68.27,-24.05,17.0,1.0
23,0.09,-0.03,1.02,1.03,-103.22,-23.92,22.73,1.0
24,0.1,-0.05,1.06,1.06,-142.12,-13.47,-5.91,1.0
25,0.32,0.01,1.07,1.12,-146.32,26.27,-26.15,1.0
26,0.28,0.08,0.65,0.71,-121.1,80.57,-35.01,1.0
27,0.21,0.09,0.67,0.71,-183.84,90.34,-11.67,1.0
28,0.63,0.25,0.73,1.0,-19.63,165.4,-9.99,7.0
29,1.1,0.17,0.79,1.36,-16.77,248.54,-30.36,7.0
30,1.43,0.11,-0.55,1.54,3.87,41.26,21.3,7.0
31,0.9,0.12,-0.01,0.91,-0.04,1.51,0.06,7.0
32,0.89,0.12,0.0,0.89,-0.17,0.21,-0.66,7.0
33,0.89,0.12,0.0,0.9,-0.39,-0.3,-0.54,7.0
34,0.88,0.13,0.0,0.89,-1.35,-0.63,-0.38,7.0
35,0.88,0.13,0.0,0.89,0.69,0.76,-0.93,7.0
36,0.88,0.13,0.01,0.89,0.99,1.16,-1.23,7.0
37,0.88,0.12,0.0,0.89,-0.13,0.28,-0.7,7.0
38,0.88,0.12,0.0,0.89,-0.2,0.25,-0.69,7.0
39,0.88,0.12,0.0,0.89,-0.18,0.19,-0.65,7.0
40,0.88,0.12,0.0,0.89,-0.19,0.18,-0.71,7.0
41,0.88,0.12,0.0,0.89,-0.25,0.22,-0.69,7.0
42,0.88,0.12,0.0,0.89,-0.07,0.11,-0.71,7.0
43,0.89,0.12,0.0,0.89,-0.11,0.16,-0.63,5.0
44,0.88,0.12,0.0,0.89,-0.08,0.07,-0.67,5.0
45,0.88,0.12,0.0,0.89,-0.36,0.27,-0.74,5.0
46,0.88,0.12,0.0,0.89,-0.2,0.21,-0.68,5.0
47,0.88,0.12,0.0,0.89,-0.07,0.14,-0.7,5.0
48,0.88,0.12,0.0,0.89,0.37,-0.39,-0.67,5.0
49,0.88,0.12,-0.0,0.89,0.7,-1.35,-0.67,5.0
50,0.88,0.1,-0.06,0.89,1.26,-3.09,-0.42,5.0
51,0.88,0.13,-0.01,0.89,0.22,-0.79,-0.36,5.0
52,0.88,0.12,-0.0,0.89,-0.01,-0.14,-0.7,5.0
53,0.88,0.12,-0.01,0.89,0.0,-0.87,-0.54,5.0
54,0.88,0.12,-0.03,0.89,-0.67,-2.88,-0.43,5.0
55,0.86,0.13,-0.05,0.88,1.14,-9.33,-1.09,5.0
56,0.86,0.08,0.05,0.87,0.51,0.37,-0.22,5.0
57,0.86,0.11,0.01,0.87,-0.45,1.51,-0.23,5.0
58,0.86,0.11,-0.01,0.87,-0.51,3.12,-1.12,5.0
59,0.87,0.12,-0.03,0.87,-1.08,0.33,-0.63,6.0
60,0.86,0.11,-0.09,0.87,0.02,-2.47,-0.11,6.0
61,0.83,0.15,-0.2,0.87,4.82,-34.24,-1.9,6.0
62,0.79,0.08,-0.16,0.81,8.68,-68.68,1.89,6.0
63,0.68,0.08,-0.01,0.69,11.91,-94.48,3.03,6.0
64,0.54,0.09,0.19,0.58,12.53,-103.13,4.15,6.0
65,0.38,0.07,0.38,0.54,11.97,-98.78,4.32,6.0
66,0.25,0.08,0.53,0.59,10.17,-86.36,-2.11,6.0
67,0.16,0.07,0.68,0.7,10.18,-78.83,-6.8,6.0
68,0.09,0.05,0.83,0.83,10.94,-70.88,0.04,6.0
69,0.05,0.01,1.02,1.02,7.52,-55.51,0.97,6.0
