,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,-0.0,0.03,0.97,0.97,-0.71,2.81,-0.97,1.0
1,-0.01,0.03,0.96,0.96,-0.2,0.85,-0.8,1.0
2,-0.01,0.03,0.94,0.94,0.04,-1.07,-0.57,1.0
3,-0.0,0.03,0.97,0.97,1.36,-3.73,-1.54,1.0
4,-0.01,0.02,0.97,0.97,1.24,-6.08,-0.7,1.0
5,-0.01,0.01,1.0,1.0,7.92,-9.12,2.37,1.0
6,-0.01,-0.07,1.05,1.05,9.85,-7.97,0.33,1.0
7,-0.01,-0.08,1.02,1.02,-6.22,-13.34,7.8,1.0
8,-0.05,-0.04,1.05,1.05,-18.19,-11.59,6.66,1.0
9,-0.04,-0.03,1.07,1.08,4.89,6.27,8.34,1.0
10,-0.03,0.04,1.03,1.03,20.07,17.53,5.4,1.0
11,-0.16,-0.02,1.01,1.03,20.56,23.03,0.56,1.0
12,-0.04,-0.01,0.94,0.94,-0.5,15.23,3.19,1.0
13,0.13,0.1,0.94,0.96,-11.72,12.18,2.23,1.0
14,0.26,0.11,0.96,0.99,-0.48,-0.64,-11.74,1.0
15,0.19,0.06,0.96,0.98,-0.54,-8.74,-23.71,1.0
16,0.04,-0.03,1.0,1.0,-5.28,-20.58,-17.88,1.0
17,-0.14,-0.03,1.06,1.07,-13.11,-15.85,-3.37,1.0
18,-0.12,0.03,1.09,1.1,0.48,-11.79,8.96,1.0
19,-0.12,0.03,1.05,1.05,-5.77,-1.86,7.83,1.0
20,-0.01,-0.01,1.06,1.06,-16.21,-8.16,9.05,1.0
21,0.02,-0.0,1.09,1.09,-13.33,-3.87,19.38,1.0
22,-0.04,0.07,1.1,1.1,-7.05,6.23,15.65,1.0
23,-0.01,0.13,1.02,1.03,8.22,6.52,-3.43,1.0
24,0.06,0.06,1.06,1.06,9.17,-5.49,-21.7,1.0
25,0.03,0.03,1.04,1.05,-1.13,-2.11,-20.94,1.0
26,0.05,-0.01,1.07,1.07,-5.27,-1.26,-10.49,1.0
27,0.02,0.06,1.03,1.03,-8.31,-3.28,-6.14,1.0
28,-0.15,-0.0,1.12,1.13,-7.15,3.32,-2.87,1.0
29,-0.06,0.02,1.06,1.06,-6.08,2.57,4.55,1.0
30,0.1,0.06,1.03,1.04,-8.02,-0.91,9.98,1.0
31,0.02,0.03,1.05,1.05,-7.23,-1.24,12.72,1.0
32,-0.03,0.08,1.03,1.04,-9.57,4.09,7.97,1.0
33,-0.01,0.08,1.06,1.07,-4.51,-15.16,-7.02,1.0
34,0.03,0.1,1.06,1.07,6.63,-3.49,-14.66,1.0
35,-0.07,-0.01,1.06,1.06,27.21,5.52,-7.94,1.0
36,-0.0,0.02,1.03,1.03,21.43,6.27,-4.46,1.0
