,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,-0.02,1.14,1.14,-2.25,-0.05,0.14,1.0
1,0.02,-0.02,1.14,1.14,-3.88,-1.36,0.92,1.0
2,0.01,-0.02,1.15,1.15,-0.43,0.33,0.17,1.0
3,0.01,-0.02,1.15,1.15,1.48,0.27,1.23,1.0
4,0.02,-0.02,1.15,1.15,0.45,-0.18,-0.36,1.0
5,0.01,-0.02,1.15,1.15,-1.65,-0.6,-1.09,1.0
6,0.01,-0.01,1.15,1.15,0.58,-0.03,0.15,1.0
7,-0.0,-0.01,1.15,1.15,1.31,1.73,0.35,1.0
8,0.02,0.02,1.16,1.16,-4.03,2.14,-7.36,1.0
9,0.01,0.04,1.14,1.14,-7.89,0.66,-17.07,1.0
10,0.02,0.01,1.14,1.14,-7.22,-4.02,-23.64,1.0
11,0.0,-0.01,1.14,1.14,-10.06,-3.0,-21.89,1.0
12,0.01,0.01,1.17,1.17,-9.19,-2.51,-18.67,1.0
13,-0.03,-0.02,1.18,1.19,-3.61,2.36,-18.4,1.0
14,-0.03,-0.08,1.17,1.17,20.75,0.76,-4.53,1.0
15,0.03,-0.05,1.19,1.19,23.98,-0.9,10.11,1.0
16,0.02,-0.06,1.18,1.18,22.04,0.95,20.9,1.0
17,0.02,-0.02,1.16,1.16,10.55,5.46,29.35,1.0
18,-0.04,0.04,1.13,1.13,-9.91,6.39,23.77,1.0
19,0.04,-0.03,1.18,1.18,-18.84,9.51,8.74,1.0
20,-0.02,-0.02,1.2,1.2,-21.49,-11.99,12.49,1.0
21,-0.06,-0.02,1.21,1.22,-22.69,-20.67,7.78,1.0
22,0.04,0.03,1.2,1.2,1.59,-11.72,-5.77,1.0
23,0.0,-0.02,1.17,1.17,6.92,-4.28,6.8,1.0
24,0.0,0.07,1.14,1.14,-17.73,-2.69,5.22,1.0
25,0.01,0.0,1.18,1.18,-20.84,-0.8,-2.76,1.0
26,0.01,0.01,1.17,1.17,-20.76,-4.7,-2.86,1.0
27,-0.01,0.01,1.29,1.29,-24.64,-2.26,4.93,1.0
28,0.01,-0.03,1.18,1.18,7.33,-5.18,13.43,1.0
29,0.02,0.03,1.17,1.17,-22.68,-6.46,27.13,1.0
30,0.03,0.13,1.25,1.25,-36.5,-5.29,10.29,1.0
31,-0.0,0.03,1.15,1.15,-41.39,-25.3,22.69,1.0
32,0.03,0.03,1.22,1.22,-60.58,-29.76,26.38,1.0
33,0.08,0.08,1.18,1.19,-56.42,-0.4,15.12,1.0
34,0.18,0.01,1.1,1.12,-56.66,16.98,10.49,1.0
35,0.14,-0.02,1.08,1.09,-80.39,35.28,12.55,1.0
36,0.09,-0.03,1.05,1.05,-96.98,47.64,4.6,1.0
37,0.15,-0.01,1.04,1.05,-88.7,45.76,-4.91,1.0
38,0.05,-0.16,0.65,0.67,7.04,139.31,-69.75,1.0
39,0.42,-0.19,0.7,0.84,-73.85,119.8,-36.71,1.0
40,0.57,0.13,1.07,1.22,-139.47,186.95,14.39,7.0
41,1.18,0.26,1.06,1.61,-51.83,248.54,18.89,7.0
42,1.02,0.09,-0.26,1.05,44.42,16.42,1.94,7.0
43,0.89,0.12,-0.01,0.9,1.03,0.63,-0.57,7.0
44,0.89,0.12,0.0,0.9,-0.14,0.2,-0.6,7.0
45,0.89,0.12,0.0,0.9,-0.17,0.15,-0.6,7.0
46,0.89,0.12,0.0,0.9,-0.13,0.17,-0.6,7.0
47,0.89,0.12,0.0,0.9,-0.16,0.18,-0.65,7.0
48,0.89,0.12,0.0,0.9,-0.17,0.18,-0.62,7.0
49,0.89,0.12,0.0,0.9,-0.21,0.17,-0.6,7.0
50,0.89,0.12,0.0,0.9,-0.19,0.2,-0.6,7.0
51,0.89,0.12,0.0,0.9,-0.22,0.02,-0.54,7.0
52,0.89,0.12,0.0,0.9,-0.78,-0.3,-0.54,7.0
53,0.89,0.12,0.0,0.89,-0.58,-0.14,-0.52,7.0
54,0.89,0.12,0.0,0.9,-0.26,0.11,-0.61,7.0
55,0.89,0.13,0.0,0.89,-0.34,0.1,-0.57,7.0
56,0.89,0.12,0.0,0.9,-0.43,-0.02,-0.6,7.0
57,0.88,0.13,0.0,0.89,-0.67,-0.21,-0.63,7.0
58,0.88,0.13,0.0,0.89,-0.16,0.21,-0.66,7.0
59,0.88,0.13,0.0,0.89,0.05,0.31,-0.67,7.0
60,0.89,0.12,0.0,0.9,0.29,0.59,-0.66,7.0
61,0.89,0.12,0.0,0.9,-0.17,0.21,-0.64,7.0
62,0.89,0.12,0.0,0.9,-0.17,0.19,-0.6,5.0
63,0.89,0.12,0.0,0.9,-0.19,0.19,-0.59,5.0
64,0.89,0.12,0.0,0.9,-0.43,0.4,-0.56,5.0
65,0.89,0.12,0.0,0.9,-0.46,0.35,-0.57,5.0
66,0.89,0.12,0.0,0.9,-0.17,0.16,-0.63,5.0
67,0.89,0.12,0.0,0.9,-0.75,0.17,-0.57,5.0
68,0.89,0.13,0.0,0.9,-0.84,-0.63,-0.4,5.0
69,0.89,0.12,0.0,0.9,1.22,-0.13,-0.61,6.0
70,0.91,0.06,-0.05,0.92,0.51,-4.07,2.05,6.0
71,0.84,0.11,-0.23,0.88,11.08,-21.17,6.42,6.0
72,0.83,0.06,-0.26,0.87,26.64,-54.18,3.16,6.0
73,0.77,0.01,-0.09,0.77,47.81,-84.67,8.91,6.0
74,0.63,-0.02,0.17,0.66,44.92,-97.68,18.98,6.0
75,0.45,-0.07,0.37,0.59,19.65,-99.85,22.7,6.0
76,0.3,-0.05,0.53,0.61,-16.54,-100.07,20.93,6.0
77,0.17,-0.04,0.69,0.71,-22.64,-86.91,20.64,6.0
78,0.07,0.17,0.8,0.82,6.96,-58.96,8.58,6.0
79,0.05,0.04,0.89,0.89,2.9,-50.12,-4.83,6.0
80,0.02,0.01,0.99,0.99,7.84,-27.44,-1.73,6.0
81,0.01,0.03,1.04,1.04,2.62,-20.23,0.93,6.0
82,0.0,0.03,1.05,1.05,1.3,-9.72,-0.38,6.0
