,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,-0.0,0.02,1.05,1.05,0.27,1.36,-0.28,1.0
1,-0.0,0.03,1.06,1.06,-0.92,1.61,0.83,1.0
2,-0.0,0.03,1.0,1.0,0.57,1.72,0.69,1.0
3,-0.02,-0.02,1.07,1.07,2.5,4.42,0.47,1.0
4,-0.02,-0.08,1.01,1.02,1.65,6.34,14.2,1.0
5,-0.05,-0.06,1.0,1.0,-31.59,-16.85,14.23,1.0
6,0.04,-0.04,1.09,1.09,-36.73,-16.51,1.41,1.0
7,0.01,-0.04,1.1,1.1,-8.85,-0.22,2.06,1.0
8,0.04,0.02,1.08,1.08,10.32,2.49,-3.13,1.0
9,-0.02,0.03,1.11,1.11,7.89,-0.84,-21.9,1.0
10,0.05,-0.01,1.07,1.07,0.36,0.61,-23.72,1.0
11,-0.01,-0.01,1.07,1.07,-12.18,5.42,-10.25,1.0
12,-0.02,-0.02,1.07,1.07,-11.06,-0.65,-2.12,1.0
13,0.02,-0.02,1.06,1.06,-10.94,-7.42,5.13,1.0
14,0.03,-0.01,1.09,1.09,-14.26,-9.89,9.12,1.0
15,-0.01,-0.0,1.12,1.12,-9.79,-2.31,8.76,1.0
16,-0.01,0.06,1.11,1.11,1.06,0.71,-4.36,1.0
17,0.03,-0.02,1.06,1.06,2.08,-1.7,-8.33,1.0
18,0.09,-0.03,1.09,1.09,-6.15,-2.25,4.85,1.0
19,0.07,-0.0,1.07,1.07,-14.17,0.26,9.28,1.0
20,0.01,0.03,1.08,1.08,-8.1,-6.74,7.34,1.0
21,-0.08,-0.0,1.13,1.13,12.96,-1.0,1.72,1.0
22,-0.04,0.05,1.07,1.07,12.96,14.32,-7.04,1.0
23,-0.01,0.0,1.07,1.07,5.72,6.55,-16.1,1.0
24,0.07,-0.02,1.08,1.08,-2.15,-0.08,-11.87,1.0
25,0.08,-0.03,1.05,1.05,-12.72,-5.39,-1.66,1.0
26,-0.06,-0.01,1.13,1.13,-14.26,-4.83,5.38,1.0
27,-0.1,0.01,1.1,1.1,-1.68,-2.4,5.27,1.0
28,-0.03,0.0,1.09,1.09,-4.33,-3.4,-4.29,1.0
29,0.17,0.01,1.05,1.06,-10.82,-8.21,3.4,1.0
30,0.13,0.01,1.08,1.09,-15.18,0.33,12.5,1.0
31,-0.08,0.04,1.09,1.1,-7.1,11.59,14.18,1.0
32,-0.03,0.07,1.03,1.03,15.6,1.69,6.8,1.0
