,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,-0.01,0.29,1.02,1.06,-2.72,-1.4,-6.04,1.0
1,0.03,0.38,1.09,1.15,-12.19,-0.07,-28.44,1.0
2,-0.0,0.3,1.09,1.13,10.19,5.68,-42.42,1.0
3,-0.1,0.33,1.0,1.06,16.58,-0.77,-21.19,1.0
4,-0.07,0.35,1.01,1.07,5.02,-5.5,-10.88,1.0
5,-0.14,0.27,1.01,1.06,-15.48,14.23,-17.52,1.0
6,-0.05,0.24,1.03,1.05,-16.72,32.14,-5.99,1.0
7,0.03,0.22,1.01,1.03,0.57,18.8,5.09,1.0
8,-0.02,0.22,1.01,1.03,20.11,14.67,13.98,1.0
9,-0.2,0.16,1.04,1.07,31.67,19.26,30.16,1.0
10,-0.21,0.22,0.96,1.01,35.94,14.01,41.21,1.0
11,0.07,0.21,0.96,0.99,44.84,10.38,23.41,1.0
12,0.06,0.2,0.84,0.86,42.55,1.79,8.62,1.0
13,0.07,0.16,0.83,0.85,10.33,-13.49,4.31,1.0
14,0.12,0.18,0.93,0.95,-3.93,-11.41,1.59,1.0
15,-0.1,0.2,0.92,0.95,11.74,-6.22,4.64,1.0
16,-0.22,0.2,0.95,0.99,1.12,-19.81,13.37,1.0
17,0.12,0.23,0.91,0.95,16.92,-6.78,6.64,1.0
18,0.04,0.19,0.78,0.8,-5.35,-12.43,-4.27,1.0
19,-0.04,0.11,0.88,0.89,-49.0,-17.05,11.87,1.0
20,-0.02,0.18,0.87,0.89,-76.09,-4.55,33.84,1.0
21,0.08,0.25,0.99,1.02,-82.26,5.97,31.23,1.0
22,-0.04,0.29,1.0,1.05,-88.51,19.78,15.96,1.0
23,0.12,0.27,1.03,1.07,-82.55,29.69,2.46,1.0
24,0.02,0.2,0.95,0.97,-97.4,44.2,-25.05,1.0
25,-0.08,0.3,1.04,1.08,-51.92,58.09,-45.59,1.0
26,0.16,0.24,0.97,1.01,-35.75,94.18,-83.16,1.0
27,0.32,0.04,0.66,0.74,-80.21,113.27,-72.23,1.0
28,0.49,-0.05,0.27,0.56,-203.47,112.96,-17.43,1.0
29,0.98,0.03,1.1,1.48,-54.29,248.54,-49.7,1.0
30,2.31,-0.66,0.13,2.4,-36.05,-98.79,27.44,1.0
31,1.08,0.3,1.05,1.53,9.62,56.66,-55.12,7.0
32,0.91,0.44,-0.01,1.02,44.57,-76.16,-11.61,7.0
33,0.82,0.33,-0.01,0.89,1.28,1.0,3.58,7.0
34,0.85,0.34,0.02,0.92,-0.08,0.11,-0.52,7.0
35,0.86,0.35,0.02,0.92,-0.81,0.74,-0.72,7.0
36,0.86,0.34,0.03,0.92,-0.21,0.28,-0.67,7.0
37,0.85,0.34,0.02,0.92,0.18,0.2,0.32,7.0
38,0.77,0.36,0.03,0.85,1.98,-1.14,0.36,7.0
39,0.84,0.31,0.01,0.89,2.21,-2.12,3.39,7.0
40,0.85,0.31,0.01,0.91,-2.8,2.87,-0.72,7.0
41,0.84,0.36,0.02,0.91,0.66,0.39,1.75,7.0
42,0.86,0.34,0.02,0.92,-0.17,0.17,-0.63,7.0
43,0.86,0.34,0.02,0.92,-0.23,0.17,-0.65,7.0
44,0.86,0.34,0.02,0.92,-0.17,0.16,-0.68,7.0
45,0.86,0.34,0.02,0.92,-0.23,0.24,-0.66,5.0
46,0.86,0.34,0.02,0.92,-1.34,0.41,-0.46,5.0
47,0.86,0.34,0.01,0.92,-0.05,0.36,-0.66,5.0
48,0.86,0.34,0.02,0.92,0.61,-0.2,-0.79,5.0
49,0.86,0.34,0.02,0.92,0.09,0.02,-0.73,5.0
50,0.86,0.34,0.02,0.92,-0.01,0.01,-0.73,5.0
51,0.86,0.34,0.01,0.92,0.33,-1.47,-0.96,5.0
52,0.85,0.35,0.02,0.91,0.86,-1.88,1.07,5.0
53,0.85,0.33,0.04,0.92,-0.34,0.07,-0.91,5.0
54,0.85,0.34,0.02,0.91,-0.26,-0.27,-0.82,5.0
55,0.83,0.32,0.02,0.89,3.38,-1.8,1.14,5.0
56,0.83,0.35,-0.11,0.91,-5.94,-4.88,-1.34,6.0
57,0.82,0.33,-0.16,0.9,4.63,-25.09,-0.32,6.0
58,0.78,0.42,-0.24,0.91,11.48,-69.4,-2.11,6.0
59,0.69,0.36,0.08,0.78,13.16,-95.18,-15.45,6.0
60,0.49,0.26,0.2,0.59,12.87,-94.54,-13.17,6.0
61,0.47,0.2,0.35,0.62,10.11,-96.42,-12.28,6.0
62,-0.03,0.15,0.76,0.77,10.2,-77.44,-14.94,6.0
63,0.14,0.15,0.67,0.7,8.97,-72.75,-13.09,6.0
64,0.07,0.09,0.78,0.79,5.82,-52.71,-10.72,6.0
65,0.04,0.1,0.8,0.81,5.74,-42.71,-6.96,6.0
66,0.01,0.1,0.89,0.89,5.05,-39.05,-6.49,6.0
67,0.01,0.07,0.99,0.99,4.27,-33.99,-6.21,6.0
68,-0.0,0.05,1.05,1.05,3.58,-25.64,-3.8,6.0
69,-0.0,0.08,1.06,1.07,2.69,-19.2,-3.6,6.0
70,-0.0,0.04,1.09,1.09,2.25,-16.04,-2.12,6.0
